ID,FORM,LEMMA,UPOS,XPOS,FEATS,Pronunciation
4,مطابق,مطابق,ADV,RB,XPOS =,Pronunciation = Mutaabaq
5,سودو,سودو,NOUN,NN,XPOS =,Pronunciation = Sodo
6,سامان,سامان,NOUN,NN,XPOS =,Pronunciation = Saamaan
7,نه,نه,ADV,RB,XPOS =,Pronunciation = Na
8,پيا,پيو,VERB,VB,XPOS =,Pronunciation = payaa
9,وڪڻن,وڪڻ,VERB,VB,XPOS =,Pronunciation = wiknan
10,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,هي,هي,DET,DT,XPOS =,Pronunciation = He
2,وقت,وقت,NOUN,NN,XPOS =,Pronunciation = Waqt
3,تعليم,تعليم,NOUN,NN,XPOS =,Pronunciation = Taaleem
4,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
5,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
6,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,دنيا,دنيا,NOUN,NN,XPOS =,Pronunciation = Duniyaa
2,جنت,جنت,NOUN,NN,XPOS =,Pronunciation = Janat
3,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
4,هڪ,هڪ,NUM,CD,XPOS =,Pronunciation = Hik
5,حسين,حسين,ADJ,JJ,XPOS =,Pronunciation = Hasseen
6,منظر,منظر,NOUN,NN,XPOS =,Pronunciation = Manzar
7,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
8,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,هُو,هُو,DET,DT,XPOS =,Pronunciation = Hoo
2,تنهنجو,تنهنجو,PRON,PRP,XPOS =,Pronunciation = Tuhenjo
3,ڪتاب,ڪتاب,NOUN,NN,XPOS =,Pronunciation = kitaab
4,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
5,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
6,ڇوڪرو,ڇوڪر,NOUN,NN,XPOS =,Pronunciation = chhokro
7,سڄي,سڄ,ADJ,JJ,XPOS =,Pronunciation = Sajji
8,رات,رات,NOUN,NN,XPOS =,Raat
9,پڙهندو,پڙه,VERB,VB,XPOS =,Pronunciation = Parhando
10,رهيو,رهيو,VERB,VBD,XPOS =,Pronunciation = Rahyo
11,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اڄ,اڄ,ADV,RB,XPOS =,Pronunciation = Ajj
2,هوءَ,هوءَ,DET,DT,XPOS =,Pronunciation = Hooa
3,گھڻي,گھڻي,ADJ,JJ,XPOS =,Pronunciation = Ghanni
4,خوش,خوش,ADJ,JJ,XPOS =,Khush
5,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
6,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,ڇوڪري,ڇوڪرِ,NOUN,NN,XPOS =,Pronunciation = chhokri
2,ڪتاب,ڪتاب,NOUN,NN,XPOS =,Pronunciation = kitaab
3,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
4,ڏسي,ڏس,VERB,VB,XPOS =,Pronunciation = Ddisi
5,ٿي,ٿي,VERB,VB,XPOS =,Pronunciation = thee
6,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,هوءَ,هوءَ,DET,DT,XPOS =,Pronunciation = Hooa
2,ڇوڪري,ڇوڪرِ,NOUN,NN,XPOS =,Pronunciation = chhokri
3,اڄ,اڄ,ADV,RB,XPOS =,Pronunciation = Ajj
4,گھڻي,گھڻي,ADJ,JJ,XPOS =,Pronunciation = Ghanni
5,خوش,خوش,ADJ,JJ,XPOS =,Pronunciation = Khush
6,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,تو,تو,PRON,PRP,XPOS =,To
2,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
3,ڪهڙي,ڪهڙي,ADV,RB,XPOS =,Pronunciation = kehrri
4,خبر,خبر,NOUN,NN,XPOS =,Pronunciation = Khabar
5,ته,ته,ADP,IN,XPOS =,Pronunciation = ta
6,هُو,هُو,DET,DT,XPOS =,Pronunciation = Hoo
7,منهنجي,منهن,PRON,PRP,XPOS =,Pronunciation = Muhnji
8,زندگي,زندگي,NOUN,NN,XPOS =,Zindagi
9,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
10,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,تنهنجا,تنهنجو,PRON,PRP,XPOS =,Pronunciation = Tuhenja
2,دوست,دوست,NOUN,NN,XPOS =,Pronunciation = Doast
3,توکي,تو,PRON,PRP,XPOS =,Pronunciation = Tokhay
4,ايماندار,ايماندار,ADJ,JJ,XPOS =,Eamaandar
5,سمجھن,سمجھ,VERB,VB,XPOS =,Pronunciation = Samjhan
6,ٿا,ٿو,VERB,VB,XPOS =,Pronunciation = thaa
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,انسان,انسان,NOUN,NN,XPOS =,Pronunciation = Insaan
2,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
3,هميشه,هميشه,ADV,RB,XPOS =,Pronunciation = Hamesha
4,سچ,سچ,NOUN,NN,XPOS =,Pronunciation = sach
5,ڳالهائڻ,ڳاله,VERB,VB,XPOS =,Pronunciation = Ghaalhaaen
6,گھرجي,گھرج,AUX,VB,XPOS =,Pronunciation = ghurjay
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,هر,هر,DET,DT,XPOS =,Pronunciation = Har
2,ماڻهو,ماڻهو,NOUN,NN,XPOS =,Pronunciation = Maanhoo
3,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
4,سٺو,سٺو,ADJ,JJ,XPOS =,Pronunciation = Sutho
5,سوچڻ,سوچ,VERB,VB,XPOS =,Pronunciation = Sochan
6,گھرجي,گھرج,AUX,VB,XPOS =,Pronunciation = ghurjay
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,حق,حق,NOUN,NN,XPOS =,Pronunciation = Haq
2,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
3,سچ,سچ,NOUN,NN,XPOS =,Pronunciation = sach
4,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
5,ساٿ,ساٿ,NOUN,NN,XPOS =,Pronunciation = Saath
6,ڏجي,ڏج,VERB,VB,XPOS =,Pronunciation = Ddijay
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,هر,هر,DET,DT,XPOS =,Pronunciation = Har
2,انسان,انسان,NOUN,NN,XPOS =,Pronunciation = Insaan
3,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
4,عزت,عزت,NOUN,NN,XPOS =,Pronunciation = izat
5,ڏيڻ,ڏي,VERB,VB,XPOS =,Pronunciation = ddian
6,گھرجي,گھرج,AUX,VB,XPOS =,Pronunciation = ghurjay
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,پنهنجي,پنهنجي,PRON,PRP,XPOS =,Pronunciation = Pahenji
2,زندگي,زندگي,NOUN,NN,XPOS =,Pronunciation = Zindagi
3,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
4,گذارڻ,گذار,VERB,VB,XPOS =,Pronunciation = Guzaaran
5,سکو,سک,VERB,VB,XPOS =,Pronunciation = Sikho
6,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,انسان,انسان,NOUN,NN,XPOS =,Pronunciation = Insaan
2,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
3,زندگي,زندگي,NOUN,NN,XPOS =,Pronunciation = Zindagi
4,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
5,وهنوار,وهنوار,NOUN,NN,XPOS =,Wahnwaar
6,سادگي,سادگي,NOUN,NN,XPOS =,Pronunciation = Saadgi
7,سان,سان,ADP,IN,XPOS =,Pronunciation = Saan
8,هلائڻ,هلاءِ,VERB,VB,XPOS =,Pronunciation = Halaen
9,گھرجي,گھرج,AUX,VB,XPOS =,Pronunciation = ghurjay
10,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,زندگي,زندگي,NOUN,NN,XPOS =,Pronunciation = Zindagi
2,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
3,ڪو,ڪو,DET,DT,XPOS =,Pronunciation = ko
4,ڀروسو,ڀروسو,NOUN,NN,XPOS =,Pronunciation = bharwaso
5,ئي,ئي,ADV,RB,XPOS =,Pronunciation = Ee
6,نه,نه,ADV,RB,XPOS =,Pronunciation = Na
7,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
8,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,لنڊن,لنڊن,PROPN,NNP,XPOS =,Pronunciation = London
2,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
3,زرداري,زرداري,PROPN,NNP,XPOS =,Pronunciation = Zardari
4,نوازشريف,نوازشريف,PROPN,NNP,XPOS =,Pronunciation = Nawaz shareef
5,سان,سان,ADP,IN,XPOS =,Pronunciation = Saan
6,نه,نه,ADV,RB,XPOS =,Pronunciation = Na
7,مليو,مل,VERB,VBD,XPOS =,Pronunciation = Milyo
8,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,زال,زال,NOUN,NN,XPOS =,Pronunciation = Zaal
2,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
3,مڙس,مڙس,NOUN,NN,XPOS =,Pronunciation = Murrs
4,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
5,خوش,خوش,ADJ,JJ,XPOS = ,Pronunciation = Khush
6,رهڻ,ره,VERB,VB,XPOS =,Pronunciation = Rahan
7,به,به,ADP,IN,XPOS =,Pronunciation = Bi
8,عبادت,عبادت,NOUN,NN,XPOS =,Pronunciation = Ibaadat
9,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
10,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,سچي,سچ,ADJ,JJ,XPOS =,Pronunciation = sachi
2,رشتي,رشتي,NOUN,NN,XPOS =,Pronunciation = Rishtay
3,کانسواءِ,کان,ADP,IN,XPOS =,Pronunciation = khaansiwaae
4,ڌرتي,ڌرتي,NOUN,NN,XPOS =,Pronunciation = dharti
5,تي,تي,ADP,PRP,XPOS =,Pronunciation = Te
6,انسانن,انسان,NOUN,NNS,XPOS =,Pronunciation = Insaanan
7,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
8,رهڻ,ره,VERB,VB,XPOS =,Pronunciation = Rahan
9,مشڪل,مشڪل,ADJ,JJ,XPOS =,Pronunciation = Mushkil
10,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
11,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,وڌيڪ,وڌ,ADJ,JJ,XPOS =,Pronunciation = wadheek
2,ڪوشش,ڪوشش,NOUN,NN,XPOS =,Pronunciation = koshish
3,ڪري,ڪر,VERB,VB,XPOS =,Pronunciation = karay
4,معاشري,معاشري,NOUN,NN,XPOS =,Pronunciation = Muaashiray
5,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
6,سهڻو,سهڻو,ADJ,JJ,XPOS =,Pronunciation = Suhno
7,بڻايو,بڻاءِ,VERB,VBD,XPOS =,Pronunciation = Bannaayo
8,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,رات,رات,NOUN,NN,XPOS =,Pronunciation = Raat
2,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
3,وقت,وقت,NOUN,NN,XPOS =,Pronunciation = Waqt
4,آرام,آرام,NOUN,NN,XPOS =,Pronunciation = Aaraam
5,ڪرڻ,ڪر,VERB,VB,XPOS =,Pronunciation = karan
6,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
7,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
8,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,هُو,هُو,DET,DT,XPOS =,Pronunciation = Hoo
2,تنهنجو,تنهنجو,PRON,PRP,XPOS =,Pronunciation = Tuhenjo
3,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
4,هي,هي,DET,DT,XPOS =,Pronunciation = He
5,منهنجو,منهن,PRON,PRP,XPOS =,Pronunciation = Muhnjo
6,قلم,قلم,NOUN,NN,XPOS =,Pronunciation = qalam
7,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
8,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,دولت,دولت,NOUN,NN,XPOS =,Pronunciation = Doast
2,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
3,لالچ,لالچ,NOUN,NN,XPOS =,Pronunciation = Laalach
4,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
5,انسان,انسان,NOUN,NN,XPOS =,Pronunciation = Insaan
6,پاڻ,پاڻ,PRON,PRP,XPOS =,Pronunciation = paan
7,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
8,ڀي,ڀي,X,-,XPOS =,Pronunciation = bhe
9,وساري,وسار,VERB,VB,XPOS =,Pronunciation = Wisaaray
10,ڇڏي,ڇڏ,VERB,VB,XPOS =,Pronunciation = chhaday
11,ٿو,ٿو,VERB,VB,XPOS =,Pronunciation = tho
12,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,پوري,پوري,ADJ,JJ,XPOS =,Pronunciation = poori
2,ملڪ,ملڪ,NOUN,NN,XPOS =,Pronunciation = Mulk
3,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
4,دهشتگردي,دهشت,NOUN,NN,XPOS =,Pronunciation = Dahshatgardi
5,پريشان,پريشان,ADJ,JJ,XPOS =,Pronunciation = preshaan
6,ڪيو,ڪيو,VERB,VB,XPOS =,Pronunciation = kayo
7,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
8,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
9,هي,هي,DET,DT,XPOS =,Pronunciation = He
10,زندگي,زندگي,NOUN,NN,XPOS =,Pronunciation = Zindagi
11,عارضي,عارضي,ADJ,JJ,XPOS =,Pronunciation = Aarzi
12,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
13,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,هر,هر,DET,DT,XPOS =,Pronunciation = Har
2,ملڪ,ملڪ,NOUN,NN,XPOS =,Pronunciation = Mulk
3,پنهنجي,پنهنجي,PRON,PRP,XPOS =,Pronunciation = Pahenji
4,تعليمي,تعليم,ADJ,JJ,XPOS =,Pronunciation = Taleemi
5,نظام,نظام,NOUN,NN,XPOS =,Pronunciation = Nizaam
6,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
7,بهتر,بهتر,ADJ,JJ,XPOS =,Pronunciation = Behtar
8,ڪرڻ,ڪر,VERB,VB,XPOS =,Pronunciation = karan
9,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
10,ڪوشش,ڪوشش,NOUN,NN,XPOS =,Pronunciation = koshish
11,ڪري,ڪر,VERB,VB,XPOS =,Pronunciation = karay
12,ٿو,ٿو,VERB,VB,XPOS =,Pronunciation = tho
13,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,گوپال,گوپال,PROPN,NNP,XPOS =,Pronunciation = Gopal
2,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
3,سليم,سليم,PROPN,NNP,XPOS =,Pronunciation = Saleem
4,گڏجي,گڏ,ADV,RB,XPOS =,Pronunciation = Gadd
5,گھمن,گھُم,VERB,VB,XPOS =,Pronunciation = ghuman
6,ٿا,ٿو,VERB,VB,XPOS =,Pronunciation = thaa
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,مظفر,مظفر,PROPN,NNP,XPOS =,Pronunciation = Muzfar
2,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
3,اسلم,اسلم,PROPN,NNP,XPOS =,Pronunciation = Aslam
4,راند,راند,NOUN,NN,XPOS =,Pronunciation = Raand
5,کيڏن,کيڏ,VERB,VB,XPOS =,Pronunciation = Kheddan
6,ٿا,ٿو,VERB,VB,XPOS =,Pronunciation = thaa
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,خواب,خواب,NOUN,NN,XPOS =,Pronunciation = Khawaab
2,خواب,خواب,NOUN,NN,XPOS =,Pronunciation = Khawaab
3,ئي,ئي,ADV,RB,XPOS =,Pronunciation = Ee
4,رهجي,ره,VERB,VB,XPOS =,Pronunciation = Rahji
5,ويا,ويو,VERB,VBD,XPOS =,Pronunciation = Wayaa
6,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,ڇوڪرو,ڇوڪر,NOUN,NN,XPOS =,Pronunciation = chhokro
2,رُلي,رُل,ADJ,JJ,XPOS =,Pronunciation = Rulay
3,ٿو,ٿو,VERB,VB,XPOS =,Pronunciation = tho
4,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,ڇوڪرا,ڇوڪر,NOUN,NNS,XPOS =,Pronunciation = chhokra
2,ڊوڙن,ڊوڙ,ADJ,JJ,XPOS =,Pronunciation = Ddorran
3,ٿا,ٿو,VERB,VB,XPOS =,Pronunciation = thaa
4,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
5,ڇوڪرا,ڇوڪر,NOUN,NNS,XPOS =,Pronunciation = chhokra
6,درسگاھ,درسگاھ,NOUN,NN,XPOS =,Pronunciation = Darsgaah
7,وڃن,وڃ,VERB,VB,XPOS =,Pronunciation = Waghhan
8,ٿا,ٿو,VERB,VB,XPOS =,Pronunciation = thaa
9,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,ڇوڪرا,ڇوڪر,NOUN,NNS,XPOS =,Pronunciation = chhokra
2,بازار,بازار,NOUN,NN,XPOS =,Pronunciation = Bazar
3,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
4,خريداري,خريد,NOUN,NN,XPOS =,Pronunciation = Khareedari
5,ڪن,ڪن,VERB,VB,XPOS =,Pronunciation = kan
6,ٿا,ٿو,VERB,VB,XPOS =,Pronunciation = thaa
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,تعليم,تعليم,NOUN,NN,XPOS =,Pronunciation = Taaleem
2,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
3,ميدان,ميدان,NOUN,NN,XPOS =,Pronunciation = Medaan
4,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
5,اسان,آءُ,PRON,PRP,XPOS =,Pronunciation = Asaan
6,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
7,اڳتي,اڳ,ADJ,JJ,XPOS =,Pronunciation = Aghtay
8,وڌڻ,وڌ,VERB,VB,XPOS =,Pronunciation = Wadhan
9,کپي,کپي,AUX,VB,XPOS =,Pronunciation = khapay
10,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,پنهنجي,پنهنجي,PRON,PRP,XPOS =,Pronunciation = Pahenji
2,پاڙيسرين,پاڙيسري,NOUN,NNS,XPOS =,Pronunciation = paarresirrian
3,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
4,احترام,احترام,NOUN,NN,XPOS =,Pronunciation = Ihtraam
5,ڪرڻ,ڪر,VERB,VB,XPOS =,karan
6,گھرجي,گھرج,AUX,VB,XPOS =,ghurjay
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اچو,اچ,PRON,PRP,XPOS =,Pronunciation = Acho
2,ته,ته,ADP,IN,XPOS =,Pronunciation = ta
3,گڏجي,گڏ,ADV,RB,XPOS =,Pronunciation = Gadd
4,تعليم,تعليم,NOUN,NN,XPOS =,Pronunciation = Taaleem
5,بچايون,بچاءُ,VERB,VB,XPOS =,Pronunciation = Bachayoon
6,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,موسم,موسم,NOUN,NN,XPOS =,Pronunciation = Mosam
2,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
3,ڪو,ڪو,DET,DT,XPOS =,Pronunciation = ko
4,ڀروسو,ڀروسو,NOUN,NN,XPOS =,Pronunciation = bharwaso
5,ئي,ئي,ADV,RB,XPOS =,Pronunciation = Ee
6,نه,نه,ADV,RB,XPOS =,Pronunciation = Na
7,رهيو,رهيو,VERB,VBD,XPOS =,Pronunciation = Rahyo
8,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
9,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,ماڻهو,ماڻهو,NOUN,NN,XPOS =,Pronunciation = Maanhoo
2,رشتن,رشتو,NOUN,NNS,XPOS =,Pronunciation = Rishtan
3,کان,کان,ADP,IN,XPOS =,Pronunciation = khaan
4,وڌيڪ,وڌ,ADJ,JJ,XPOS =,Pronunciation = wadheek
5,اڄڪلھ,اڄ,ADV,RB,XPOS =,Pronunciation = Ajkalh
6,پئسن,پئسو,NOUN,NN,XPOS =,Pronunciation = pesan
7,سان,سان,ADP,IN,XPOS =,Pronunciation = Saan
8,محبت,محبت,NOUN,NN,XPOS =,Pronunciation = Muhbat
9,ڪن,ڪن,VERB,VB,XPOS =,Pronunciation = kan
10,ٿا,ٿو,VERB,VB,XPOS =,Pronunciation = thaa
11,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,هوءَ,هوءَ,DET,DT,XPOS =,Pronunciation = Hooa
2,سڄي,سڄ,ADJ,JJ,XPOS =,Pronunciation = Sajji
3,رات,رات,NOUN,NN,XPOS =,Pronunciation = Raat
4,جاڳندي,جاڳ,VERB,VB,XPOS =,Jaagandy
5,رهي,ره,VERB,VB,XPOS =,Pronunciation = Rahay
6,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اڄ,اڄ,ADV,RB,XPOS =,Pronunciation = Ajj
2,هوءَ,هوءَ,DET,DT,XPOS =,Pronunciation = Hooa
3,گھڻي,گھڻي,ADJ,JJ,XPOS =,Pronunciation = Ghanni
4,خوش,خوش,ADJ,JJ,XPOS =,Pronunciation = Khush
5,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
6,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,هُو,هُو,DET,DT,XPOS =,Pronunciation = Hoo
2,ڇوڪرو,ڇوڪر,NOUN,NN,XPOS =,Pronunciation = chhokro
3,گوبر,گوبر,ADJ,JJ,XPOS =,Pronunciation = gobar
4,ڏاند,ڏاند,PROPN,NNP,XPOS =,Pronunciation = Ddaand
5,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
6,ڏسي,ڏس,VERB,VB,XPOS =,Pronunciation = Ddisi
7,ٿو,ٿو,VERB,VB,XPOS =,Pronunciation = tho
8,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,شازيه,شازيه,PROPN,NNP,XPOS =,Pronunciation = Shazia
2,اڄ,اڄ,ADV,RB,XPOS =,Pronunciation = Ajj
3,تمام,تمام,ADV,RB,XPOS =,Pronunciation = Tamam
4,گھڻي,گھڻي,ADJ,JJ,XPOS =,Pronunciation = Ghanni
5,خوش,خوش,ADJ,JJ,XPOS =,Pronunciation = Khush
6,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,هميشه,هميشه,ADV,RB,XPOS =,Pronunciation = Hamesha
2,سٺو,سٺو,ADJ,JJ,XPOS =,Pronunciation = Sutho
3,سوچجي,سوچ,VERB,VB,XPOS =,Pronunciation = Sochjay
4,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
5,سچ,سچ,NOUN,NN,XPOS =,Pronunciation = sach
6,ڳالهائجي,ڳاله,VERB,VB,XPOS =,Pronunciation = Ghaalhaaejay
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,عزت,عزت,NOUN,NN,XPOS =,Pronunciation = izat
2,هر,هر,DET,DT,XPOS =,Pronunciation = Har
3,ماڻهو,ماڻهو,NOUN,NN,XPOS =,Pronunciation = Maanhoo
4,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
5,ڏيڻ,ڏي,VERB,VB,XPOS =,Pronunciation = ddian
6,گھرجي,گھرج,AUX,VB,XPOS =,Pronunciation = ghurjay
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,ماڻهو,ماڻهو,NOUN,NN,XPOS =,Pronunciation = Maanhoo
2,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
3,ماحول,ماحول,NOUN,NN,XPOS =,Pronunciation = Maahol
4,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
5,سمجھڻ,سمجھ,VERB,VB,XPOS =,Pronunciation = Samjhann
6,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
7,وقت,وقت,NOUN,NN,XPOS =,Pronunciation = Waqt
8,لڳي,لڳ,VERB,VB,XPOS =,Pronunciation = Laghay
9,ٿو,ٿو,VERB,VB,XPOS =,Pronunciation = tho
10,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,هُو,هُو,DET,DT,XPOS =,Pronunciation = Hoo
2,بازار,بازار,NOUN,NN,XPOS =,Pronunciation = Bazar
3,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
4,سامان,سامان,NOUN,NN,XPOS =,Pronunciation = Saamaan
5,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
6,خريدوفروخت,خريدوفروخت,NOUN,NN,XPOS =,Pronunciation = Khareed o farokht
7,ڪندو,ڪن,VERB,VBG,XPOS =,Pronunciation = kando
8,هو,هو,VERB,VB,XPOS =,Pronunciation = Ho
9,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
10,هُوءَ,هُوءَ,DET,DT,XPOS =,Pronunciation = Hooa
11,مائي,مائي,NOUN,NN,XPOS =,Pronunciation = Maee
12,جيڪا,جيڪو,DET,DT,XPOS =,Pronunciation = Jekaa
13,هن,هن,DET,DT,XPOS =,Pronunciation = Hin
14,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
15,زال,زال,NOUN,NN,XPOS =,Pronunciation = Zaal
16,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
17,هن,هن,DET,DT,XPOS =,Pronunciation = Hin
18,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
19,ڌنڌي,ڌنڌي,NOUN,NN,XPOS =,Pronunciation = dhandhay
20,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
21,ساٿ,ساٿ,NOUN,NN,XPOS =,Pronunciation = Saath
22,ڏيندي,ڏي,VERB,VB,XPOS =,Pronunciation = Deendi
23,هئي,هئي,AUX,VB,XPOS =,Pronunciation = Huee
24,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اسلم,اسلم,PROPN,NNP,XPOS =,Pronunciation = Aslam
2,هن,هن,DET,DT,XPOS =,Pronunciation = Hin
3,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
4,دڪان,دڪان,NOUN,NN,XPOS =,Pronunciation = Dukaan
5,تي,تي,ADP,PRP,XPOS =,Pronunciation = Te
6,تمام,تمام,ADV,RB,XPOS =,Pronunciation = Tamam
7,گھڻو,گھڻو,ADJ,JJ,XPOS =,Pronunciation = Ghanno
8,گوڙگڙٻڙ,گوڙ,NOUN,NN,XPOS =,Pronunciation = gorrgarbar
9,ڪيو,ڪيو,VERB,VB,XPOS =,Pronunciation = kayo
10,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اڄڪلھ,اڄ,ADV,RB,XPOS =,Pronunciation = Ajkalh
2,غريب,غريب,ADJ,JJ,XPOS =,Pronunciation = Ghareeb
3,ماڻهو,ماڻهو,NOUN,NN,XPOS =,Pronunciation = Maanhoo
